chunk_id,text,chunk_length,token_count,meta_db_type,meta_database_server_name,meta_source_system_database_name,meta_schema_name,meta_source_table,meta_pk_column_name,meta_pk_data_type,meta_watermark_column_name,meta_watermark_data_type,meta_is_watermark_null,meta_table_size,meta_extraction_type_rules,meta_extraction_mode
dataglossary_row_158_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_mysiloam schema_name dbo source_table shg_zoom_log pk_column_name shg_zoom_log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,321,80,SQL Server,EMR,EMR_MYSILOAM,dbo,shg_zoom_log,shg_zoom_log_id,integer,created_date,datetime,No,14183.0,incremental with watermark datetime,
dataglossary_row_159_chunk_0,"db_type sql server database_server_name emr source_system_database_name emr_mysiloam schema_name dbo source_table shg_zoom_setting pk_column_name shg_zoom_setting_id pk_data_type integer watermark_column_name modified_date,created_date watermark_data_type datetime is_watermark_null yes extraction_type_rules customquery_find other watermark column",348,87,SQL Server,EMR,EMR_MYSILOAM,dbo,shg_zoom_setting,shg_zoom_setting_id,integer,"modified_date,created_date",datetime,Yes,13958.0,customquery_find other watermark column,
dataglossary_row_160_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_mysiloam schema_name dbo source_table tr_cpoe_ticket_sync pk_column_name cpoe_ticket_sync_id pk_data_type uniqueidentifier watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,341,85,SQL Server,EMR,EMR_MYSILOAM,dbo,tr_cpoe_ticket_sync,CPOE_ticket_sync_id,uniqueidentifier,created_date,datetime,No,1809643.0,incremental with watermark datetime,
dataglossary_row_161_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_fa_time_log pk_column_name fa_time_log_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,330,82,SQL Server,EMR,EMR_NURSE,dbo,shg_fa_time_log,fa_time_log_id,uniqueidentifier,modified_date,datetime,No,15747580.0,incremental with watermark datetime,
dataglossary_row_162_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_nurse_other_health_info pk_column_name nurse_other_health_info_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null yes extraction_type_rules customquery_find other watermark column,359,89,SQL Server,EMR,EMR_NURSE,dbo,shg_nurse_other_health_info,nurse_other_health_info_id,uniqueidentifier,modified_date,datetime,Yes,27490064.0,customquery_find other watermark column,
dataglossary_row_163_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_nurse_pregnancy_history pk_column_name pregnancy_nurse_trans_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,352,88,SQL Server,EMR,EMR_NURSE,dbo,shg_nurse_pregnancy_history,pregnancy_nurse_trans_id,uniqueidentifier,modified_date,datetime,No,302399.0,incremental with watermark datetime,
dataglossary_row_164_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_objective_fa pk_column_name objective_fa_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,332,83,SQL Server,EMR,EMR_NURSE,dbo,shg_objective_fa,objective_fa_id,uniqueidentifier,modified_date,datetime,No,142636984.0,incremental with watermark datetime,
dataglossary_row_165_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_others_fa pk_column_name others_fa_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,326,81,SQL Server,EMR,EMR_NURSE,dbo,shg_others_fa,others_fa_id,uniqueidentifier,modified_date,datetime,No,59457148.0,incremental with watermark datetime,
dataglossary_row_166_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_nurse schema_name dbo source_table shg_subjective_fa pk_column_name subjective_fa_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,334,83,SQL Server,EMR,EMR_NURSE,dbo,shg_subjective_fa,subjective_fa_id,uniqueidentifier,modified_date,datetime,No,37846605.0,incremental with watermark datetime,
dataglossary_row_167_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_additional_druginfo pk_column_name additional_druginfo_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,349,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_additional_druginfo,additional_druginfo_id,uniqueidentifier,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_168_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_additional_history pk_column_name additional_history_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,337,84,SQL Server,EMR,EMR_PHARMACY,dbo,shg_additional_history,additional_history_id,integer,created_date,datetime,No,231312.0,incremental with watermark datetime,
dataglossary_row_169_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_additional_prescription pk_column_name additional_prescription_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,347,86,SQL Server,EMR,EMR_PHARMACY,dbo,shg_additional_prescription,additional_prescription_id,integer,created_date,datetime,No,110543.0,incremental with watermark datetime,
dataglossary_row_170_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_additional_record pk_column_name additional_record_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null yes extraction_type_rules customquery_find other watermark column,341,85,SQL Server,EMR,EMR_PHARMACY,dbo,shg_additional_record,additional_record_id,integer,modified_date,datetime,Yes,74199.0,customquery_find other watermark column,
dataglossary_row_171_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_admission_status_history pk_column_name admission_status_history_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null yes extraction_type_rules customquery_find other watermark column,355,88,SQL Server,EMR,EMR_PHARMACY,dbo,shg_admission_status_history,admission_status_history_id,integer,modified_date,datetime,Yes,1484.0,customquery_find other watermark column,
dataglossary_row_172_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_aido_drug_ticket pk_column_name aido_drug_ticket_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,334,83,SQL Server,EMR,EMR_PHARMACY,dbo,shg_aido_drug_ticket,aido_drug_ticket_id,integer,modified_date,datetime,No,432195.0,incremental with watermark datetime,
dataglossary_row_173_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_aido_failed_sync pk_column_name aido_failed_sync_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,333,83,SQL Server,EMR,EMR_PHARMACY,dbo,shg_aido_failed_sync,aido_failed_sync_id,integer,created_date,datetime,No,11450.0,incremental with watermark datetime,
dataglossary_row_174_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_appropriatness_review pk_column_name appropriatness_review_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,353,88,SQL Server,EMR,EMR_PHARMACY,dbo,shg_appropriatness_review,appropriatness_review_id,uniqueidentifier,modified_date,datetime,No,8271103.0,incremental with watermark datetime,
dataglossary_row_175_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_category pk_column_name category_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,318,79,SQL Server,EMR,EMR_PHARMACY,dbo,shg_category,category_id,integer,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_176_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_central_appropriateness pk_column_name central_appropriateness_id pk_data_type uniqueidentifier watermark_column_name appropriate_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,360,90,SQL Server,EMR,EMR_PHARMACY,dbo,shg_central_appropriateness,central_appropriateness_id,uniqueidentifier,appropriate_date,datetime,No,15.0,incremental with watermark datetime,
dataglossary_row_177_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_central_prescription pk_column_name central_prescription_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,351,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_central_prescription,central_prescription_id,uniqueidentifier,modified_date,datetime,No,104458.0,incremental with watermark datetime,
dataglossary_row_178_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_central_prescription_log pk_column_name central_prescription_log_id pk_data_type uniqueidentifier watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,358,89,SQL Server,EMR,EMR_PHARMACY,dbo,shg_central_prescription_log,central_prescription_log_id,uniqueidentifier,created_date,datetime,No,200915.0,incremental with watermark datetime,
dataglossary_row_179_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_drugs_toready pk_column_name drugs_toready_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,337,84,SQL Server,EMR,EMR_PHARMACY,dbo,shg_drugs_toready,drugs_toready_id,uniqueidentifier,modified_date,datetime,No,42049.0,incremental with watermark datetime,
dataglossary_row_180_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_express_checkout_sync pk_column_name sync_id pk_data_type integer watermark_column_name updated_date watermark_data_type datetime is_watermark_null yes extraction_type_rules customquery_find other watermark column,331,82,SQL Server,EMR,EMR_PHARMACY,dbo,shg_express_checkout_sync,sync_id,integer,updated_date,datetime,Yes,288487.0,customquery_find other watermark column,
dataglossary_row_181_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_history pk_column_name history_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,315,78,SQL Server,EMR,EMR_PHARMACY,dbo,shg_history,history_id,integer,created_date,datetime,No,35400237.0,incremental with watermark datetime,
dataglossary_row_182_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_log_delivery_fee pk_column_name log_delivery_fee_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,333,83,SQL Server,EMR,EMR_PHARMACY,dbo,shg_log_delivery_fee,log_delivery_fee_id,integer,created_date,datetime,No,422868.0,incremental with watermark datetime,
dataglossary_row_183_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_log_ready_pickup pk_column_name logreadypickupid pk_data_type integer watermark_column_name createdate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,328,82,SQL Server,EMR,EMR_PHARMACY,dbo,shg_log_ready_pickup,LogReadyPickupId,integer,CreateDate,datetime,No,6519.0,incremental with watermark datetime,
dataglossary_row_184_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_log_scan_clma pk_column_name logscanclmaid pk_data_type integer watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,323,80,SQL Server,EMR,EMR_PHARMACY,dbo,shg_log_scan_clma,LogScanClmaId,integer,CreatedDate,datetime,No,640439.0,incremental with watermark datetime,
dataglossary_row_185_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_log_temp pk_column_name log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,312,78,SQL Server,EMR,EMR_PHARMACY,dbo,shg_log_temp,log_id,integer,created_date,datetime,No,168529408.0,incremental with watermark datetime,
dataglossary_row_186_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_ms_journey_status pk_column_name journey_status_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,333,83,SQL Server,EMR,EMR_PHARMACY,dbo,shg_ms_journey_status,journey_status_id,integer,modified_date,datetime,No,9.0,incremental with watermark datetime,
dataglossary_row_187_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_ms_pharmacy_reason pk_column_name reasonid pk_data_type integer watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,324,81,SQL Server,EMR,EMR_PHARMACY,dbo,shg_ms_pharmacy_reason,ReasonId,integer,ModifiedDate,datetime,No,10.0,incremental with watermark datetime,
dataglossary_row_188_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_ms_print_prefix pk_column_name prefix_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,323,80,SQL Server,EMR,EMR_PHARMACY,dbo,shg_ms_print_prefix,prefix_id,integer,modified_date,datetime,No,2.0,incremental with watermark datetime,
dataglossary_row_189_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_additional_item pk_column_name pharmacy_additional_item_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,350,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_additional_item,pharmacy_additional_item_id,integer,modified_date,datetime,No,879882.0,incremental with watermark datetime,
dataglossary_row_190_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_complete_issue_log pk_column_name pharmacy_complete_issue_log_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,365,91,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_complete_issue_log,pharmacy_complete_issue_log_id,uniqueidentifier,modified_date,datetime,No,4547165.0,incremental with watermark datetime,
dataglossary_row_191_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_compound_detail pk_column_name pharmacy_compound_detail_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,350,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_compound_detail,pharmacy_compound_detail_id,integer,modified_date,datetime,No,3223877.0,incremental with watermark datetime,
dataglossary_row_192_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_compound_header pk_column_name pharmacy_compound_header_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,350,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_compound_header,pharmacy_compound_header_id,integer,modified_date,datetime,No,1199151.0,incremental with watermark datetime,
dataglossary_row_193_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_drug_order_refill pk_column_name drug_order_refill_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,345,86,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_drug_order_refill,drug_order_refill_id,integer,modified_date,datetime,No,445.0,incremental with watermark datetime,
dataglossary_row_194_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_drug_order_refill_detail pk_column_name drug_order_refill_detail_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,359,89,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_drug_order_refill_detail,drug_order_refill_detail_id,integer,modified_date,datetime,No,736.0,incremental with watermark datetime,
dataglossary_row_195_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_drug_order_refill_log pk_column_name drug_order_refill_log_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,353,88,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_drug_order_refill_log,drug_order_refill_log_id,integer,modified_date,datetime,No,593.0,incremental with watermark datetime,
dataglossary_row_196_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_druginfo pk_column_name pharmacy_druginfo_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,345,86,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_druginfo,pharmacy_druginfo_id,uniqueidentifier,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_197_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_edited_mapping pk_column_name pharmacy_edited_mapping_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,357,89,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_edited_mapping,pharmacy_edited_mapping_id,uniqueidentifier,modified_date,datetime,No,10945384.0,incremental with watermark datetime,
dataglossary_row_198_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_issue pk_column_name pharmacy_item_issue_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,340,85,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_issue,pharmacy_item_issue_id,integer,modified_date,datetime,No,28089216.0,incremental with watermark datetime,
dataglossary_row_199_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_issue_compheader pk_column_name pharmacy_item_issue_compheader_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,362,90,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_issue_compheader,pharmacy_item_issue_compheader_id,integer,modified_date,datetime,No,874103.0,incremental with watermark datetime,
dataglossary_row_200_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_issue_log pk_column_name pharmacyitemissuelog_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,345,86,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_Item_Issue_Log,pharmacyItemIssueLog_id,integer,modified_date,datetime,No,8021748.0,incremental with watermark datetime,
dataglossary_row_201_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_issue_notes pk_column_name pharmacy_item_issue_notes_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,361,90,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_issue_notes,pharmacy_item_issue_notes_id,uniqueidentifier,modified_date,datetime,No,161258.0,incremental with watermark datetime,
dataglossary_row_202_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_return pk_column_name pharmacy_item_return_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,342,85,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_return,pharmacy_item_return_id,integer,modified_date,datetime,No,13729.0,incremental with watermark datetime,
dataglossary_row_203_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_return_compheader pk_column_name pharmacy_item_return_compheader_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,364,91,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_return_compheader,pharmacy_item_return_compheader_id,integer,modified_date,datetime,No,398.0,incremental with watermark datetime,
dataglossary_row_204_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_return_log pk_column_name pharmacy_item_return_log_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,350,87,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_return_log,pharmacy_item_return_log_id,integer,modified_date,datetime,No,9261.0,incremental with watermark datetime,
dataglossary_row_205_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_pharmacy schema_name dbo source_table shg_pharmacy_item_return_notes pk_column_name pharmacy_item_return_notes_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,363,90,SQL Server,EMR,EMR_PHARMACY,dbo,shg_pharmacy_item_return_notes,pharmacy_item_return_notes_id,uniqueidentifier,modified_date,datetime,No,1050.0,incremental with watermark datetime,
dataglossary_row_206_chunk_0,db_type sql server database_server_name emr source_system_database_name his_data_collection schema_name dbo source_table lis_detail pk_column_name orgcd pk_data_type varchar watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,315,78,SQL Server,EMR,HIS_DATA_COLLECTION,dbo,lis_detail,OrgCd,varchar,CreatedDate,datetime,No,209965824.0,incremental with watermark datetime,
dataglossary_row_207_chunk_0,db_type sql server database_server_name emr source_system_database_name his_data_collection schema_name dbo source_table lis_header pk_column_name orgcd pk_data_type varchar watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,315,78,SQL Server,EMR,HIS_DATA_COLLECTION,dbo,lis_header,OrgCd,varchar,CreatedDate,datetime,No,17249835.0,incremental with watermark datetime,
dataglossary_row_208_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_bpjs_item_mapping pk_column_name bpjs_item_mapping_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,342,85,SQL Server,EMR,EMR_MASTER,dbo,MS_bpjs_item_mapping,bpjs_item_mapping_id,uniqueidentifier,modified_date,datetime,No,12.0,incremental with watermark datetime,
dataglossary_row_209_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_bpjs_payer_mapping pk_column_name bpjs_payer_mapping_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,344,86,SQL Server,EMR,EMR_MASTER,dbo,MS_bpjs_payer_mapping,bpjs_payer_mapping_id,uniqueidentifier,modified_date,datetime,No,63.0,incremental with watermark datetime,
dataglossary_row_210_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_cancertype pk_column_name cancertypeid pk_data_type integer watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,317,79,SQL Server,EMR,EMR_MASTER,dbo,MS_CancerType,CancerTypeId,integer,ModifiedDate,datetime,No,32.0,incremental with watermark datetime,
dataglossary_row_211_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_cancertypelog pk_column_name cancertypelogid pk_data_type integer watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,322,80,SQL Server,EMR,EMR_MASTER,dbo,MS_CancerTypeLog,CancerTypeLogId,integer,CreatedDate,datetime,No,33.0,incremental with watermark datetime,
dataglossary_row_212_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_doctorroles pk_column_name doctorrolesid pk_data_type uniqueidentifier watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,328,82,SQL Server,EMR,EMR_MASTER,dbo,MS_DoctorRoles,DoctorRolesId,uniqueidentifier,ModifiedDate,datetime,No,50.0,incremental with watermark datetime,
dataglossary_row_213_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_doctorroleslog pk_column_name doctorroleslogid pk_data_type uniqueidentifier watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,333,83,SQL Server,EMR,EMR_MASTER,dbo,MS_DoctorRolesLog,DoctorRolesLogId,uniqueidentifier,CreatedDate,datetime,No,76.0,incremental with watermark datetime,
dataglossary_row_214_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_limit_iter pk_column_name limit_iter_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,319,79,SQL Server,EMR,EMR_MASTER,dbo,MS_limit_iter,limit_iter_id,integer,modified_date,datetime,No,36.0,incremental with watermark datetime,
dataglossary_row_215_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_premedicationtemplate pk_column_name premedicationtemplateid pk_data_type uniqueidentifier watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,348,87,SQL Server,EMR,EMR_MASTER,dbo,MS_PremedicationTemplate,PremedicationTemplateId,uniqueidentifier,ModifiedDate,datetime,No,22.0,incremental with watermark datetime,
dataglossary_row_216_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_premedicationtemplatelog pk_column_name premedicationtemplatelogid pk_data_type uniqueidentifier watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,353,88,SQL Server,EMR,EMR_MASTER,dbo,MS_PreMedicationTemplateLog,PremedicationTemplateLogId,uniqueidentifier,CreatedDate,datetime,No,41.0,incremental with watermark datetime,
dataglossary_row_217_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_premedicationtemplatesolvent pk_column_name premedicationtemplatesolventid pk_data_type uniqueidentifier watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,362,90,SQL Server,EMR,EMR_MASTER,dbo,MS_PreMedicationTemplateSolvent,PremedicationTemplateSolventId,uniqueidentifier,ModifiedDate,datetime,No,19.0,incremental with watermark datetime,
dataglossary_row_218_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_regimen pk_column_name regimenid pk_data_type uniqueidentifier watermark_column_name modifieddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,320,80,SQL Server,EMR,EMR_MASTER,dbo,MS_Regimen,RegimenId,uniqueidentifier,ModifiedDate,datetime,No,68.0,incremental with watermark datetime,
dataglossary_row_219_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_master schema_name dbo source_table ms_regimenlog pk_column_name regimenlogid pk_data_type uniqueidentifier watermark_column_name createddate watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,325,81,SQL Server,EMR,EMR_MASTER,dbo,MS_RegimenLog,RegimenLogId,uniqueidentifier,CreatedDate,datetime,No,196.0,incremental with watermark datetime,
